@runq_delay_us: 
[2, 4)               400 |@@@@@@                                              |
[4, 8)            680549 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           496306 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          259096 |@@@@@@@@@@@@@@@@@@@                                 |
[32, 64)          148168 |@@@@@@@@@@@                                         |
[64, 128)         146127 |@@@@@@@@@@@                                         |
[128, 256)        155717 |@@@@@@@@@@@                                         |
[256, 512)        150882 |@@@@@@@@@@@                                         |
[512, 1K)         120103 |@@@@@@@@@                                           |
[1K, 2K)           65198 |@@@@                                                |
[2K, 4K)           35980 |@@                                                  |
[4K, 8K)            7641 |                                                    |
[8K, 16K)           1574 |                                                    |
[16K, 32K)           638 |                                                    |
[32K, 64K)           312 |                                                    |
[64K, 128K)           66 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3566826
@runq_delay_us: 
[1]                   12 |                                                    |
[2, 4)             55724 |@@@@                                                |
[4, 8)            697958 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
